gpu_type,duration,gpu_count,utilisation,monthly_cost_usd
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
H100,1 week,16,1.0,16351.999999999998
H100,1 week,32,0.5,16351.999999999998
H100,1 week,32,0.75,24527.999999999996
H100,1 week,32,1.0,32703.999999999996
H100,1 week,64,0.5,32703.999999999996
H100,1 week,64,0.75,49055.99999999999
H100,1 week,64,1.0,65407.99999999999
H100,1 week,128,0.5,65407.99999999999
H100,1 week,128,0.75,98111.99999999999
H100,1 week,128,1.0,130815.99999999999
H100,1 month,8,0.5,4087.9999999999995
H100,1 month,8,0.75,6131.999999999999
H100,1 month,8,1.0,8175.999999999999
H100,1 month,16,0.5,8175.999999999999
H100,1 month,16,0.75,12263.999999999998
H100,1 month,16,1.0,16351.999999999998
H100,1 month,32,0.5,16351.999999999998
H100,1 month,32,0.75,24527.999999999996
H100,1 month,32,1.0,32703.999999999996
H100,1 month,64,0.5,32703.999999999996
H100,1 month,64,0.75,49055.99999999999
H100,1 month,64,1.0,65407.99999999999
H100,1 month,128,0.5,65407.99999999999
H100,1 month,128,0.75,98111.99999999999
H100,1 month,128,1.0,130815.99999999999
H200,1 hour,8,0.5,6132.0
H200,1 hour,8,0.75,9198.0
H200,1 hour,8,1.0,12264.0
H200,1 hour,16,0.5,12205.599999999999
H200,1 hour,16,0.75,18308.399999999998
H200,1 hour,16,1.0,24411.199999999997
H200,1 hour,32,0.5,24411.199999999997
H200,1 hour,32,0.75,36616.799999999996
H200,1 hour,32,1.0,48822.399999999994
H200,1 hour,64,0.5,48822.399999999994
H200,1 hour,64,0.75,73233.59999999999
H200,1 hour,64,1.0,97644.79999999999
H200,1 day,8,0.5,6132.0
H200,1 day,8,0.75,9198.0
H200,1 day,8,1.0,12264.0
H200,1 day,16,0.5,12264.0
H200,1 day,16,0.75,18396.0
H200,1 day,16,1.0,24528.0
H200,1 day,32,0.5,24528.0
H200,1 day,32,0.75,36792.0
H200,1 day,32,1.0,49056.0
H200,1 day,64,0.5,49056.0
H200,1 day,64,0.75,73584.0
H200,1 day,64,1.0,98112.0
H200,1 week,8,0.5,6132.0
H200,1 week,8,0.75,9198.0
H200,1 week,8,1.0,12264.0
H200,1 week,16,0.5,12264.0
H200,1 week,16,0.75,18396.0
H200,1 week,16,1.0,24528.0
H200,1 week,32,0.5,24528.0
H200,1 week,32,0.75,36792.0
H200,1 week,32,1.0,49056.0
H200,1 week,64,0.5,49056.0
H200,1 week,64,0.75,73584.0
H200,1 week,64,1.0,98112.0
H200,1 month,8,0.5,6132.0
H200,1 month,8,0.75,9198.0
H200,1 month,8,1.0,12264.0
H200,1 month,16,0.5,12264.0
H200,1 month,16,0.75,18396.0
H200,1 month,16,1.0,24528.0
H200,1 month,32,0.5,24528.0
H200,1 month,32,0.75,36792.0
H200,1 month,32,1.0,49056.0
H200,1 month,64,0.5,49056.0
H200,1 month,64,0.75,73584.0
H200,1 month,64,1.0,98112.0
H100,1 hour,8,0.5,4087.9999999999995
H100,1 hour,8,0.75,6131.999999999999
H100,1 hour,8,1.0,8175.999999999999
H100,1 hour,16,0.5,8175.999999999999
H100,1 hour,16,0.75,12263.999999999998
H100,1 hour,16,1.0,16351.999999999998
H100,1 hour,32,0.5,16235.199999999999
H100,1 hour,32,0.75,24352.8
H100,1 hour,32,1.0,32470.399999999998
H100,1 hour,64,0.5,32703.999999999996
H100,1 hour,64,0.75,49055.99999999999
H100,1 hour,64,1.0,65407.99999999999
H100,1 hour,128,0.5,67276.8
H100,1 hour,128,0.75,100915.20000000001
H100,1 hour,128,1.0,134553.6
H100,1 hour,256,0.5,144832.0
H100,1 hour,256,0.75,217248.0
H100,1 hour,256,1.0,289664.0
H100,1 day,8,0.5,4087.9999999999995
H100,1 day,8,0.75,6131.999999999999
H100,1 day,8,1.0,8175.999999999999
H100,1 day,16,0.5,8175.999999999999
H100,1 day,16,0.75,12263.999999999998
H100,1 day,16,1.0,16351.999999999998
H100,1 day,32,0.5,16351.999999999998
H100,1 day,32,0.75,24527.999999999996
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
H100,1 week,16,1.0,16351.999999999998
H100,1 week,32,0.5,16351.999999999998
H100,1 week,32,0.75,24527.999999999996
H100,1 week,32,1.0,32703.999999999996
H100,1 week,64,0.5,32703.999999999996
H100,1 week,64,0.75,49055.99999999999
H100,1 week,64,1.0,65407.99999999999
H100,1 week,128,0.5,65407.99999999999
H100,1 week,128,0.75,98111.99999999999
H100,1 week,128,1.0,130815.99999999999
H100,1 month,8,0.5,4087.9999999999995
H100,1 month,8,0.75,6131.999999999999
H100,1 month,8,1.0,8175.999999999999
H100,1 month,16,0.5,8175.999999999999
H100,1 month,16,0.75,12263.999999999998
H100,1 month,16,1.0,16351.999999999998
H100,1 month,32,0.5,16351.999999999998
H100,1 month,32,0.75,24527.999999999996
H100,1 month,32,1.0,32703.999999999996
H100,1 month,64,0.5,32703.999999999996
H100,1 month,64,0.75,49055.99999999999
H100,1 month,64,1.0,65407.99999999999
H100,1 month,128,0.5,65407.99999999999
H100,1 month,128,0.75,98111.99999999999
H100,1 month,128,1.0,130815.99999999999
H200,1 hour,8,0.5,6132.0
H200,1 hour,8,0.75,9198.0
H200,1 hour,8,1.0,12264.0
H200,1 hour,16,0.5,12205.599999999999
H200,1 hour,16,0.75,18308.399999999998
H200,1 hour,16,1.0,24411.199999999997
H200,1 hour,32,0.5,24411.199999999997
H200,1 hour,32,0.75,36616.799999999996
H200,1 hour,32,1.0,48822.399999999994
H200,1 hour,64,0.5,48822.399999999994
H200,1 hour,64,0.75,73233.59999999999
H200,1 hour,64,1.0,97644.79999999999
H200,1 day,8,0.5,6132.0
H200,1 day,8,0.75,9198.0
H200,1 day,8,1.0,12264.0
H200,1 day,16,0.5,12264.0
H200,1 day,16,0.75,18396.0
H200,1 day,16,1.0,24528.0
H200,1 day,32,0.5,24528.0
H200,1 day,32,0.75,36792.0
H200,1 day,32,1.0,49056.0
H200,1 day,64,0.5,49056.0
H200,1 day,64,0.75,73584.0
H200,1 day,64,1.0,98112.0
H200,1 week,8,0.5,6132.0
H200,1 week,8,0.75,9198.0
H200,1 week,8,1.0,12264.0
H200,1 week,16,0.5,12264.0
H200,1 week,16,0.75,18396.0
H200,1 week,16,1.0,24528.0
H200,1 week,32,0.5,24528.0
H200,1 week,32,0.75,36792.0
H200,1 week,32,1.0,49056.0
H200,1 week,64,0.5,49056.0
H200,1 week,64,0.75,73584.0
H200,1 week,64,1.0,98112.0
H200,1 month,8,0.5,6132.0
H200,1 month,8,0.75,9198.0
H200,1 month,8,1.0,12264.0
H200,1 month,16,0.5,12264.0
H200,1 month,16,0.75,18396.0
H200,1 month,16,1.0,24528.0
H200,1 month,32,0.5,24528.0
H200,1 month,32,0.75,36792.0
H200,1 month,32,1.0,49056.0
H200,1 month,64,0.5,49056.0
H200,1 month,64,0.75,73584.0
H200,1 month,64,1.0,98112.0
H100,1 hour,8,0.5,4117.2
H100,1 hour,8,0.75,6175.799999999999
H100,1 hour,8,1.0,8234.4
H100,1 hour,16,0.5,8234.4
H100,1 hour,16,0.75,12351.599999999999
H100,1 hour,16,1.0,16468.8
H100,1 hour,32,0.5,16468.8
H100,1 hour,32,0.75,24703.199999999997
H100,1 hour,32,1.0,32937.6
H100,1 hour,64,0.5,32703.999999999996
H100,1 hour,64,0.75,49055.99999999999
H100,1 hour,64,1.0,65407.99999999999
H100,1 hour,128,0.5,67276.8
H100,1 hour,128,0.75,100915.20000000001
H100,1 hour,128,1.0,134553.6
H100,1 hour,256,0.5,144832.0
H100,1 hour,256,0.75,217248.0
H100,1 hour,256,1.0,289664.0
H100,1 day,8,0.5,4087.9999999999995
H100,1 day,8,0.75,6131.999999999999
H100,1 day,8,1.0,8175.999999999999
H100,1 day,16,0.5,8175.999999999999
H100,1 day,16,0.75,12263.999999999998
H100,1 day,16,1.0,16351.999999999998
H100,1 day,32,0.5,16351.999999999998
H100,1 day,32,0.75,24527.999999999996
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
H100,1 week,16,1.0,16351.999999999998
H100,1 week,32,0.5,16351.999999999998
H100,1 week,32,0.75,24527.999999999996
H100,1 week,32,1.0,32703.999999999996
H100,1 week,64,0.5,32703.999999999996
H100,1 week,64,0.75,49055.99999999999
H100,1 week,64,1.0,65407.99999999999
H100,1 week,128,0.5,65407.99999999999
H100,1 week,128,0.75,98111.99999999999
H100,1 week,128,1.0,130815.99999999999
H100,1 month,8,0.5,4087.9999999999995
H100,1 month,8,0.75,6131.999999999999
H100,1 month,8,1.0,8175.999999999999
H100,1 month,16,0.5,8175.999999999999
H100,1 month,16,0.75,12263.999999999998
H100,1 month,16,1.0,16351.999999999998
H100,1 month,32,0.5,16351.999999999998
H100,1 month,32,0.75,24527.999999999996
H100,1 month,32,1.0,32703.999999999996
H100,1 month,64,0.5,32703.999999999996
H100,1 month,64,0.75,49055.99999999999
H100,1 month,64,1.0,65407.99999999999
H100,1 month,128,0.5,65407.99999999999
H100,1 month,128,0.75,98111.99999999999
H100,1 month,128,1.0,130815.99999999999
H200,1 hour,8,0.5,6132.0
H200,1 hour,8,0.75,9198.0
H200,1 hour,8,1.0,12264.0
H200,1 hour,16,0.5,12205.599999999999
H200,1 hour,16,0.75,18308.399999999998
H200,1 hour,16,1.0,24411.199999999997
H200,1 hour,32,0.5,24411.199999999997
H200,1 hour,32,0.75,36616.799999999996
H200,1 hour,32,1.0,48822.399999999994
H200,1 hour,64,0.5,48822.399999999994
H200,1 hour,64,0.75,73233.59999999999
H200,1 hour,64,1.0,97644.79999999999
H200,1 day,8,0.5,6132.0
H200,1 day,8,0.75,9198.0
H200,1 day,8,1.0,12264.0
H200,1 day,16,0.5,12264.0
H200,1 day,16,0.75,18396.0
H200,1 day,16,1.0,24528.0
H200,1 day,32,0.5,24528.0
H200,1 day,32,0.75,36792.0
H200,1 day,32,1.0,49056.0
H200,1 day,64,0.5,49056.0
H200,1 day,64,0.75,73584.0
H200,1 day,64,1.0,98112.0
H200,1 week,8,0.5,6132.0
H200,1 week,8,0.75,9198.0
H200,1 week,8,1.0,12264.0
H200,1 week,16,0.5,12264.0
H200,1 week,16,0.75,18396.0
H200,1 week,16,1.0,24528.0
H200,1 week,32,0.5,24528.0
H200,1 week,32,0.75,36792.0
H200,1 week,32,1.0,49056.0
H200,1 week,64,0.5,49056.0
H200,1 week,64,0.75,73584.0
H200,1 week,64,1.0,98112.0
H200,1 month,8,0.5,6132.0
H200,1 month,8,0.75,9198.0
H200,1 month,8,1.0,12264.0
H200,1 month,16,0.5,12264.0
H200,1 month,16,0.75,18396.0
H200,1 month,16,1.0,24528.0
H200,1 month,32,0.5,24528.0
H200,1 month,32,0.75,36792.0
H200,1 month,32,1.0,49056.0
H200,1 month,64,0.5,49056.0
H200,1 month,64,0.75,73584.0
H200,1 month,64,1.0,98112.0
H100,1 hour,8,0.5,4117.2
H100,1 hour,8,0.75,6175.799999999999
H100,1 hour,8,1.0,8234.4
H100,1 hour,16,0.5,8234.4
H100,1 hour,16,0.75,12351.599999999999
H100,1 hour,16,1.0,16468.8
H100,1 hour,32,0.5,16468.8
H100,1 hour,32,0.75,24703.199999999997
H100,1 hour,32,1.0,32937.6
H100,1 hour,64,0.5,32703.999999999996
H100,1 hour,64,0.75,49055.99999999999
H100,1 hour,64,1.0,65407.99999999999
H100,1 hour,128,0.5,67276.8
H100,1 hour,128,0.75,100915.20000000001
H100,1 hour,128,1.0,134553.6
H100,1 hour,256,0.5,144832.0
H100,1 hour,256,0.75,217248.0
H100,1 hour,256,1.0,289664.0
H100,1 day,8,0.5,4087.9999999999995
H100,1 day,8,0.75,6131.999999999999
H100,1 day,8,1.0,8175.999999999999
H100,1 day,16,0.5,8175.999999999999
H100,1 day,16,0.75,12263.999999999998
H100,1 day,16,1.0,16351.999999999998
H100,1 day,32,0.5,16351.999999999998
H100,1 day,32,0.75,24527.999999999996
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
H100,1 week,16,1.0,16351.999999999998
H100,1 week,32,0.5,16351.999999999998
H100,1 week,32,0.75,24527.999999999996
H100,1 week,32,1.0,32703.999999999996
H100,1 week,64,0.5,32703.999999999996
H100,1 week,64,0.75,49055.99999999999
H100,1 week,64,1.0,65407.99999999999
H100,1 week,128,0.5,65407.99999999999
H100,1 week,128,0.75,98111.99999999999
H100,1 week,128,1.0,130815.99999999999
H100,1 month,8,0.5,4087.9999999999995
H100,1 month,8,0.75,6131.999999999999
H100,1 month,8,1.0,8175.999999999999
H100,1 month,16,0.5,8175.999999999999
H100,1 month,16,0.75,12263.999999999998
H100,1 month,16,1.0,16351.999999999998
H100,1 month,32,0.5,16351.999999999998
H100,1 month,32,0.75,24527.999999999996
H100,1 month,32,1.0,32703.999999999996
H100,1 month,64,0.5,32703.999999999996
H100,1 month,64,0.75,49055.99999999999
H100,1 month,64,1.0,65407.99999999999
H100,1 month,128,0.5,65407.99999999999
H100,1 month,128,0.75,98111.99999999999
H100,1 month,128,1.0,130815.99999999999
H200,1 hour,8,0.5,6132.0
H200,1 hour,8,0.75,9198.0
H200,1 hour,8,1.0,12264.0
H200,1 hour,16,0.5,12205.599999999999
H200,1 hour,16,0.75,18308.399999999998
H200,1 hour,16,1.0,24411.199999999997
H200,1 hour,32,0.5,24411.199999999997
H200,1 hour,32,0.75,36616.799999999996
H200,1 hour,32,1.0,48822.399999999994
H200,1 hour,64,0.5,48822.399999999994
H200,1 hour,64,0.75,73233.59999999999
H200,1 hour,64,1.0,97644.79999999999
H200,1 day,8,0.5,6132.0
H200,1 day,8,0.75,9198.0
H200,1 day,8,1.0,12264.0
H200,1 day,16,0.5,12264.0
H200,1 day,16,0.75,18396.0
H200,1 day,16,1.0,24528.0
H200,1 day,32,0.5,24528.0
H200,1 day,32,0.75,36792.0
H200,1 day,32,1.0,49056.0
H200,1 day,64,0.5,49056.0
H200,1 day,64,0.75,73584.0
H200,1 day,64,1.0,98112.0
H200,1 week,8,0.5,6132.0
H200,1 week,8,0.75,9198.0
H200,1 week,8,1.0,12264.0
H200,1 week,16,0.5,12264.0
H200,1 week,16,0.75,18396.0
H200,1 week,16,1.0,24528.0
H200,1 week,32,0.5,24528.0
H200,1 week,32,0.75,36792.0
H200,1 week,32,1.0,49056.0
H200,1 week,64,0.5,49056.0
H200,1 week,64,0.75,73584.0
H200,1 week,64,1.0,98112.0
H200,1 month,8,0.5,6132.0
H200,1 month,8,0.75,9198.0
H200,1 month,8,1.0,12264.0
H200,1 month,16,0.5,12264.0
H200,1 month,16,0.75,18396.0
H200,1 month,16,1.0,24528.0
H200,1 month,32,0.5,24528.0
H200,1 month,32,0.75,36792.0
H200,1 month,32,1.0,49056.0
H200,1 month,64,0.5,49056.0
H200,1 month,64,0.75,73584.0
H200,1 month,64,1.0,98112.0
H100,1 hour,8,0.5,4058.7999999999997
H100,1 hour,8,0.75,6088.2
H100,1 hour,8,1.0,8117.599999999999
H100,1 hour,16,0.5,8234.4
H100,1 hour,16,0.75,12351.599999999999
H100,1 hour,16,1.0,16468.8
H100,1 hour,32,0.5,16468.8
H100,1 hour,32,0.75,24703.199999999997
H100,1 hour,32,1.0,32937.6
H100,1 hour,64,0.5,32703.999999999996
H100,1 hour,64,0.75,49055.99999999999
H100,1 hour,64,1.0,65407.99999999999
H100,1 hour,128,0.5,67276.8
H100,1 hour,128,0.75,100915.20000000001
H100,1 hour,128,1.0,134553.6
H100,1 hour,256,0.5,144832.0
H100,1 hour,256,0.75,217248.0
H100,1 hour,256,1.0,289664.0
H100,1 day,8,0.5,4087.9999999999995
H100,1 day,8,0.75,6131.999999999999
H100,1 day,8,1.0,8175.999999999999
H100,1 day,16,0.5,8175.999999999999
H100,1 day,16,0.75,12263.999999999998
H100,1 day,16,1.0,16351.999999999998
H100,1 day,32,0.5,16351.999999999998
H100,1 day,32,0.75,24527.999999999996
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
H100,1 week,16,1.0,16351.999999999998
H100,1 week,32,0.5,16351.999999999998
H100,1 week,32,0.75,24527.999999999996
H100,1 week,32,1.0,32703.999999999996
H100,1 week,64,0.5,32703.999999999996
H100,1 week,64,0.75,49055.99999999999
H100,1 week,64,1.0,65407.99999999999
H100,1 week,128,0.5,65407.99999999999
H100,1 week,128,0.75,98111.99999999999
H100,1 week,128,1.0,130815.99999999999
H100,1 month,8,0.5,4087.9999999999995
H100,1 month,8,0.75,6131.999999999999
H100,1 month,8,1.0,8175.999999999999
H100,1 month,16,0.5,8175.999999999999
H100,1 month,16,0.75,12263.999999999998
H100,1 month,16,1.0,16351.999999999998
H100,1 month,32,0.5,16351.999999999998
H100,1 month,32,0.75,24527.999999999996
H100,1 month,32,1.0,32703.999999999996
H100,1 month,64,0.5,32703.999999999996
H100,1 month,64,0.75,49055.99999999999
H100,1 month,64,1.0,65407.99999999999
H100,1 month,128,0.5,65407.99999999999
H100,1 month,128,0.75,98111.99999999999
H100,1 month,128,1.0,130815.99999999999
H200,1 hour,8,0.5,6132.0
H200,1 hour,8,0.75,9198.0
H200,1 hour,8,1.0,12264.0
H200,1 hour,16,0.5,12205.599999999999
H200,1 hour,16,0.75,18308.399999999998
H200,1 hour,16,1.0,24411.199999999997
H200,1 hour,32,0.5,24411.199999999997
H200,1 hour,32,0.75,36616.799999999996
H200,1 hour,32,1.0,48822.399999999994
H200,1 hour,64,0.5,48822.399999999994
H200,1 hour,64,0.75,73233.59999999999
H200,1 hour,64,1.0,97644.79999999999
H200,1 day,8,0.5,6132.0
H200,1 day,8,0.75,9198.0
H200,1 day,8,1.0,12264.0
H200,1 day,16,0.5,12264.0
H200,1 day,16,0.75,18396.0
H200,1 day,16,1.0,24528.0
H200,1 day,32,0.5,24528.0
H200,1 day,32,0.75,36792.0
H200,1 day,32,1.0,49056.0
H200,1 day,64,0.5,49056.0
H200,1 day,64,0.75,73584.0
H200,1 day,64,1.0,98112.0
H200,1 week,8,0.5,6132.0
H200,1 week,8,0.75,9198.0
H200,1 week,8,1.0,12264.0
H200,1 week,16,0.5,12264.0
H200,1 week,16,0.75,18396.0
H200,1 week,16,1.0,24528.0
H200,1 week,32,0.5,24528.0
H200,1 week,32,0.75,36792.0
H200,1 week,32,1.0,49056.0
H200,1 week,64,0.5,49056.0
H200,1 week,64,0.75,73584.0
H200,1 week,64,1.0,98112.0
H200,1 month,8,0.5,6132.0
H200,1 month,8,0.75,9198.0
H200,1 month,8,1.0,12264.0
H200,1 month,16,0.5,12264.0
H200,1 month,16,0.75,18396.0
H200,1 month,16,1.0,24528.0
H200,1 month,32,0.5,24528.0
H200,1 month,32,0.75,36792.0
H200,1 month,32,1.0,49056.0
H200,1 month,64,0.5,49056.0
H200,1 month,64,0.75,73584.0
H200,1 month,64,1.0,98112.0
H100,1 hour,8,0.5,4117.2
H100,1 hour,8,0.75,6175.799999999999
H100,1 hour,8,1.0,8234.4
H100,1 hour,16,0.5,8234.4
H100,1 hour,16,0.75,12351.599999999999
H100,1 hour,16,1.0,16468.8
H100,1 hour,32,0.5,16468.8
H100,1 hour,32,0.75,24703.199999999997
H100,1 hour,32,1.0,32937.6
H100,1 hour,64,0.5,32703.999999999996
H100,1 hour,64,0.75,49055.99999999999
H100,1 hour,64,1.0,65407.99999999999
H100,1 hour,128,0.5,67276.8
H100,1 hour,128,0.75,100915.20000000001
H100,1 hour,128,1.0,134553.6
H100,1 hour,256,0.5,144832.0
H100,1 hour,256,0.75,217248.0
H100,1 hour,256,1.0,289664.0
H100,1 day,8,0.5,4087.9999999999995
H100,1 day,8,0.75,6131.999999999999
H100,1 day,8,1.0,8175.999999999999
H100,1 day,16,0.5,8175.999999999999
H100,1 day,16,0.75,12263.999999999998
H100,1 day,16,1.0,16351.999999999998
H100,1 day,32,0.5,16351.999999999998
H100,1 day,32,0.75,24527.999999999996
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
H100,1 week,16,1.0,16351.999999999998
H100,1 week,32,0.5,16351.999999999998
H100,1 week,32,0.75,24527.999999999996
H100,1 week,32,1.0,32703.999999999996
H100,1 week,64,0.5,32703.999999999996
H100,1 week,64,0.75,49055.99999999999
H100,1 week,64,1.0,65407.99999999999
H100,1 week,128,0.5,65407.99999999999
H100,1 week,128,0.75,98111.99999999999
H100,1 week,128,1.0,130815.99999999999
H100,1 month,8,0.5,4087.9999999999995
H100,1 month,8,0.75,6131.999999999999
H100,1 month,8,1.0,8175.999999999999
H100,1 month,16,0.5,8175.999999999999
H100,1 month,16,0.75,12263.999999999998
H100,1 month,16,1.0,16351.999999999998
H100,1 month,32,0.5,16351.999999999998
H100,1 month,32,0.75,24527.999999999996
H100,1 month,32,1.0,32703.999999999996
H100,1 month,64,0.5,32703.999999999996
H100,1 month,64,0.75,49055.99999999999
H100,1 month,64,1.0,65407.99999999999
H100,1 month,128,0.5,65407.99999999999
H100,1 month,128,0.75,98111.99999999999
H100,1 month,128,1.0,130815.99999999999
H200,1 hour,8,0.5,6132.0
H200,1 hour,8,0.75,9198.0
H200,1 hour,8,1.0,12264.0
H200,1 hour,16,0.5,12205.599999999999
H200,1 hour,16,0.75,18308.399999999998
H200,1 hour,16,1.0,24411.199999999997
H200,1 hour,32,0.5,24411.199999999997
H200,1 hour,32,0.75,36616.799999999996
H200,1 hour,32,1.0,48822.399999999994
H200,1 hour,64,0.5,48822.399999999994
H200,1 hour,64,0.75,73233.59999999999
H200,1 hour,64,1.0,97644.79999999999
H200,1 day,8,0.5,6132.0
H200,1 day,8,0.75,9198.0
H200,1 day,8,1.0,12264.0
H200,1 day,16,0.5,12264.0
H200,1 day,16,0.75,18396.0
H200,1 day,16,1.0,24528.0
H200,1 day,32,0.5,24528.0
H200,1 day,32,0.75,36792.0
H200,1 day,32,1.0,49056.0
H200,1 day,64,0.5,49056.0
H200,1 day,64,0.75,73584.0
H200,1 day,64,1.0,98112.0
H200,1 week,8,0.5,6132.0
H200,1 week,8,0.75,9198.0
H200,1 week,8,1.0,12264.0
H200,1 week,16,0.5,12264.0
H200,1 week,16,0.75,18396.0
H200,1 week,16,1.0,24528.0
H200,1 week,32,0.5,24528.0
H200,1 week,32,0.75,36792.0
H200,1 week,32,1.0,49056.0
H200,1 week,64,0.5,49056.0
H200,1 week,64,0.75,73584.0
H200,1 week,64,1.0,98112.0
H200,1 month,8,0.5,6132.0
H200,1 month,8,0.75,9198.0
H200,1 month,8,1.0,12264.0
H200,1 month,16,0.5,12264.0
H200,1 month,16,0.75,18396.0
H200,1 month,16,1.0,24528.0
H200,1 month,32,0.5,24528.0
H200,1 month,32,0.75,36792.0
H200,1 month,32,1.0,49056.0
H200,1 month,64,0.5,49056.0
H200,1 month,64,0.75,73584.0
H200,1 month,64,1.0,98112.0
H100,1 hour,8,0.5,4117.2
H100,1 hour,8,0.75,6175.799999999999
H100,1 hour,8,1.0,8234.4
H100,1 hour,16,0.5,8234.4
H100,1 hour,16,0.75,12351.599999999999
H100,1 hour,16,1.0,16468.8
H100,1 hour,32,0.5,16468.8
H100,1 hour,32,0.75,24703.199999999997
H100,1 hour,32,1.0,32937.6
H100,1 hour,64,0.5,32703.999999999996
H100,1 hour,64,0.75,49055.99999999999
H100,1 hour,64,1.0,65407.99999999999
H100,1 hour,128,0.5,67276.8
H100,1 hour,128,0.75,100915.20000000001
H100,1 hour,128,1.0,134553.6
H100,1 hour,256,0.5,144832.0
H100,1 hour,256,0.75,217248.0
H100,1 hour,256,1.0,289664.0
H100,1 day,8,0.5,4087.9999999999995
H100,1 day,8,0.75,6131.999999999999
H100,1 day,8,1.0,8175.999999999999
H100,1 day,16,0.5,8175.999999999999
H100,1 day,16,0.75,12263.999999999998
H100,1 day,16,1.0,16351.999999999998
H100,1 day,32,0.5,16351.999999999998
H100,1 day,32,0.75,24527.999999999996
H100,1 day,32,1.0,32703.999999999996
H100,1 day,64,0.5,32703.999999999996
H100,1 day,64,0.75,49055.99999999999
H100,1 day,64,1.0,65407.99999999999
H100,1 day,128,0.5,65407.99999999999
H100,1 day,128,0.75,98111.99999999999
H100,1 day,128,1.0,130815.99999999999
H100,1 day,256,0.5,165388.8
H100,1 day,256,0.75,248083.19999999998
H100,1 day,256,1.0,330777.6
H100,1 week,8,0.5,4087.9999999999995
H100,1 week,8,0.75,6131.999999999999
H100,1 week,8,1.0,8175.999999999999
H100,1 week,16,0.5,8175.999999999999
H100,1 week,16,0.75,12263.999999999998
